Country latitude	longitude	distance_from_france	is_from_france	alim_ssssgrp_nom_fr	alim_ssgrp_nom_fr	alim_grp_nom_fr	Nb_scans	Nb_unique_scans
Côte d'Ivoire	7.9897371	-5.5679457999999995	4356.91729524796	0	légumes et leurs produits de la Réunion	légumes	fruits, légumes, légumineuses et oléagineux	58	37.0
Côte d'Ivoire	7.9897371	-5.5679457999999995	4356.91729524796	0	légumes séchés ou déshydratés	légumes	fruits, légumes, légumineuses et oléagineux	12	7.0
Côte d'Ivoire	7.9897371	-5.5679457999999995	4356.91729524796	0	plats de fromage	plats composés	entrées et plats composés	3	3.0
Côte d'Ivoire	7.9897371	-5.5679457999999995	4356.91729524796	0	plats de poisson sans garniture	plats composés	entrées et plats composés	227	130.0
Côte d'Ivoire	7.9897371	-5.5679457999999995	4356.91729524796	0	sauces condimentaires	sauces	aides culinaires et ingrédients divers	2	2.0
Denmark	55.670249	10.333328300000002	1167.1346578331527	0	Autre barres céréalières	barres céréalières	produits sucrés	29	11.0
Denmark	55.670249	10.333328300000002	1167.1346578331527	0	Autre biscuits sucrés	biscuits sucrés	produits sucrés	0	0.0
Denmark	55.670249	10.333328300000002	1167.1346578331527	0	Autre feuilletées et autres entrées	feuilletées et autres entrées	entrées et plats composés	8	8.0
Denmark	55.670249	10.333328300000002	1167.1346578331527	0	Autre mollusques et crustacés crus	mollusques et crustacés crus	viandes, œufs, poissons et assimilés	0	0.0
Denmark	55.670249	10.333328300000002	1167.1346578331527	0	Autre produits à base de poissons et produits de la mer	produits à base de poissons et produits de la mer	viandes, œufs, poissons et assimilés	279	195.0
Denmark	55.670249	10.333328300000002	1167.1346578331527	0	autres fromages et spécialités	fromages et assimilés	produits laitiers et assimilés	14	3.0
Denmark	55.670249	10.333328300000002	1167.1346578331527	0	autres viandes	viandes cuites	viandes, œufs, poissons et assimilés	52	38.0
Denmark	55.670249	10.333328300000002	1167.1346578331527	0	boissons végétales	boissons sans alcool	eaux et autres boissons	2	1.0
Denmark	55.670249	10.333328300000002	1167.1346578331527	0	desserts lactés	produits laitiers frais et assimilés	produits laitiers et assimilés	39	21.0
Denmark	55.670249	10.333328300000002	1167.1346578331527	0	fromages blancs	produits laitiers frais et assimilés	produits laitiers et assimilés	126	84.0
Denmark	55.670249	10.333328300000002	1167.1346578331527	0	fromages à pâte molle	fromages et assimilés	produits laitiers et assimilés	0	0.0
Denmark	55.670249	10.333328300000002	1167.1346578331527	0	fromages à pâte pressée	fromages et assimilés	produits laitiers et assimilés	0	0.0
Denmark	55.670249	10.333328300000002	1167.1346578331527	0	fruits et leurs produits de la Martinique	fruits	fruits, légumes, légumineuses et oléagineux	1	1.0
Denmark	55.670249	10.333328300000002	1167.1346578331527	0	fruits et leurs produits de la Réunion	fruits	fruits, légumes, légumineuses et oléagineux	21	11.0
Denmark	55.670249	10.333328300000002	1167.1346578331527	0	jambons secs et crus	charcuteries et assimilés	viandes, œufs, poissons et assimilés	0	0.0
Denmark	55.670249	10.333328300000002	1167.1346578331527	0	jus	boissons sans alcool	eaux et autres boissons	20	13.0
Denmark	55.670249	10.333328300000002	1167.1346578331527	0	laits de vache concentrés ou en poudre	laits	produits laitiers et assimilés	11	6.0
Denmark	55.670249	10.333328300000002	1167.1346578331527	0	légumes et leurs produits de la Martinique	légumes	fruits, légumes, légumineuses et oléagineux	1	1.0
Denmark	55.670249	10.333328300000002	1167.1346578331527	0	légumes et leurs produits de la Réunion	légumes	fruits, légumes, légumineuses et oléagineux	5	3.0
Denmark	55.670249	10.333328300000002	1167.1346578331527	0	plats de céréales/pâtes	plats composés	entrées et plats composés	5	5.0
Denmark	55.670249	10.333328300000002	1167.1346578331527	0	plats de fromage	plats composés	entrées et plats composés	8	5.0
Denmark	55.670249	10.333328300000002	1167.1346578331527	0	plats de viande et féculents	plats composés	entrées et plats composés	4	3.0
Denmark	55.670249	10.333328300000002	1167.1346578331527	0	plats de viande et légumes/légumineuses	plats composés	entrées et plats composés	1	1.0
Denmark	55.670249	10.333328300000002	1167.1346578331527	0	porc	viandes cuites	viandes, œufs, poissons et assimilés	35	24.0
Denmark	55.670249	10.333328300000002	1167.1346578331527	0	poulet	viandes cuites	viandes, œufs, poissons et assimilés	8	5.0
Denmark	55.670249	10.333328300000002	1167.1346578331527	0	sauces condimentaires	sauces	aides culinaires et ingrédients divers	1	1.0
Denmark	55.670249	10.333328300000002	1167.1346578331527	0	sauces sucrées	sauces	aides culinaires et ingrédients divers	23	14.0
Denmark	55.670249	10.333328300000002	1167.1346578331527	0	yaourts et spécialités laitières type yaourt	produits laitiers frais et assimilés	produits laitiers et assimilés	0	0.0
Denmark	55.670249	10.333328300000002	1167.1346578331527	0	œufs crus	œufs	viandes, œufs, poissons et assimilés	21	13.0
Dominica	19.0974031	-70.30280259999999	7139.184124875584	0	Autre biscuits sucrés	biscuits sucrés	produits sucrés	4	4.0
Dominica	19.0974031	-70.30280259999999	7139.184124875584	0	Autre chocolats et produits à base de chocolat	chocolats et produits à base de chocolat	produits sucrés	983	604.0
Dominica	19.0974031	-70.30280259999999	7139.184124875584	0	Autre confiseries non chocolatées	confiseries non chocolatées	produits sucrés	2	2.0
Dominica	19.0974031	-70.30280259999999	7139.184124875584	0	Autre gâteaux et pâtisseries	gâteaux et pâtisseries	produits sucrés	9	7.0
Dominica	19.0974031	-70.30280259999999	7139.184124875584	0	Autre laits	laits	produits laitiers et assimilés	0	0.0
Dominica	19.0974031	-70.30280259999999	7139.184124875584	0	Autre produits à base de poissons et produits de la mer	produits à base de poissons et produits de la mer	viandes, œufs, poissons et assimilés	692	390.0
Dominica	19.0974031	-70.30280259999999	7139.184124875584	0	boissons rafraîchissantes sans alcool	boissons sans alcool	eaux et autres boissons	78	44.0
Dominica	19.0974031	-70.30280259999999	7139.184124875584	0	boissons végétales	boissons sans alcool	eaux et autres boissons	191	122.0
Dominica	19.0974031	-70.30280259999999	7139.184124875584	0	café, thé, cacao etc. prêts à consommer	boissons sans alcool	eaux et autres boissons	1200	748.0
Dominica	19.0974031	-70.30280259999999	7139.184124875584	0	desserts lactés	produits laitiers frais et assimilés	produits laitiers et assimilés	242	156.0
Dominica	19.0974031	-70.30280259999999	7139.184124875584	0	desserts végétaux	produits laitiers frais et assimilés	produits laitiers et assimilés	156	110.0
Dominica	19.0974031	-70.30280259999999	7139.184124875584	0	fromages blancs	produits laitiers frais et assimilés	produits laitiers et assimilés	1	1.0
Dominica	19.0974031	-70.30280259999999	7139.184124875584	0	fruits crus	fruits	fruits, légumes, légumineuses et oléagineux	93	61.0
Dominica	19.0974031	-70.30280259999999	7139.184124875584	0	fruits et leurs produits de la Martinique	fruits	fruits, légumes, légumineuses et oléagineux	101	69.0
Dominica	19.0974031	-70.30280259999999	7139.184124875584	0	fruits et leurs produits de la Réunion	fruits	fruits, légumes, légumineuses et oléagineux	23	17.0
Dominica	19.0974031	-70.30280259999999	7139.184124875584	0	jus	boissons sans alcool	eaux et autres boissons	42	28.0
Dominica	19.0974031	-70.30280259999999	7139.184124875584	0	laits de vache concentrés ou en poudre	laits	produits laitiers et assimilés	10	6.0
Dominica	19.0974031	-70.30280259999999	7139.184124875584	0	laits de vaches liquides (non concentrés)	laits	produits laitiers et assimilés	45	27.0
Dominica	19.0974031	-70.30280259999999	7139.184124875584	0	légumes et leurs produits de la Réunion	légumes	fruits, légumes, légumineuses et oléagineux	85	40.0
Dominica	19.0974031	-70.30280259999999	7139.184124875584	0	plats de poisson sans garniture	plats composés	entrées et plats composés	126	84.0
Dominica	19.0974031	-70.30280259999999	7139.184124875584	0	pâtes, riz et céréales crus	pâtes, riz et céréales	produits céréaliers	38	19.0
Dominica	19.0974031	-70.30280259999999	7139.184124875584	0	sauces condimentaires	sauces	aides culinaires et ingrédients divers	17	7.0
Dominica	19.0974031	-70.30280259999999	7139.184124875584	0	sauces sucrées	sauces	aides culinaires et ingrédients divers	1	1.0
Dominica	19.0974031	-70.30280259999999	7139.184124875584	0	saucisses et assimilés	charcuteries et assimilés	viandes, œufs, poissons et assimilés	0	0.0
Dominica	19.0974031	-70.30280259999999	7139.184124875584	0	yaourts et spécialités laitières type yaourt	produits laitiers frais et assimilés	produits laitiers et assimilés	94	62.0
Dominica	19.0974031	-70.30280259999999	7139.184124875584	0	œufs crus	œufs	viandes, œufs, poissons et assimilés	1	1.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	Autre biscuits sucrés	biscuits sucrés	produits sucrés	41	28.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	Autre chocolats et produits à base de chocolat	chocolats et produits à base de chocolat	produits sucrés	1231	612.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	Autre confiseries non chocolatées	confiseries non chocolatées	produits sucrés	696	404.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	Autre denrées destinées à une alimentation particulière	denrées destinées à une alimentation particulière	aides culinaires et ingrédients divers	71	31.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	Autre produits à base de poissons et produits de la mer	produits à base de poissons et produits de la mer	viandes, œufs, poissons et assimilés	474	278.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	boissons rafraîchissantes sans alcool	boissons sans alcool	eaux et autres boissons	585	379.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	boissons végétales	boissons sans alcool	eaux et autres boissons	1082	676.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	boissons à reconstituer	boissons sans alcool	eaux et autres boissons	211	108.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	café, thé, cacao etc. prêts à consommer	boissons sans alcool	eaux et autres boissons	1873	1103.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	desserts lactés	produits laitiers frais et assimilés	produits laitiers et assimilés	143	95.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	desserts végétaux	produits laitiers frais et assimilés	produits laitiers et assimilés	181	109.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	fruits crus	fruits	fruits, légumes, légumineuses et oléagineux	6	4.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	fruits et leurs produits de la Martinique	fruits	fruits, légumes, légumineuses et oléagineux	30	26.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	fruits et leurs produits de la Réunion	fruits	fruits, légumes, légumineuses et oléagineux	336	224.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	fruits séchés	fruits	fruits, légumes, légumineuses et oléagineux	38	26.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	jus	boissons sans alcool	eaux et autres boissons	37	22.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	laits de vache concentrés ou en poudre	laits	produits laitiers et assimilés	18	9.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	laits de vaches liquides (non concentrés)	laits	produits laitiers et assimilés	114	74.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	légumes crus	légumes	fruits, légumes, légumineuses et oléagineux	51	26.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	légumes cuits	légumes	fruits, légumes, légumineuses et oléagineux	3	2.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	légumes et leurs produits de la Martinique	légumes	fruits, légumes, légumineuses et oléagineux	68	47.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	légumes et leurs produits de la Réunion	légumes	fruits, légumes, légumineuses et oléagineux	11	5.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	légumes séchés ou déshydratés	légumes	fruits, légumes, légumineuses et oléagineux	78	59.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	omelettes et autres ovoproduits	œufs	viandes, œufs, poissons et assimilés	0	0.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	plats de céréales/pâtes	plats composés	entrées et plats composés	118	69.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	plats de fromage	plats composés	entrées et plats composés	25	16.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	plats de poisson et féculents	plats composés	entrées et plats composés	10	7.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	plats de poisson sans garniture	plats composés	entrées et plats composés	243	138.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	plats végétariens	plats composés	entrées et plats composés	2	2.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	porc	viandes cuites	viandes, œufs, poissons et assimilés	6	5.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	poulet	viandes cuites	viandes, œufs, poissons et assimilés	167	99.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	pâtes, riz et céréales crus	pâtes, riz et céréales	produits céréaliers	20	12.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	sauces condimentaires	sauces	aides culinaires et ingrédients divers	1	1.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	saucisses et assimilés	charcuteries et assimilés	viandes, œufs, poissons et assimilés	103	62.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	yaourts et spécialités laitières type yaourt	produits laitiers frais et assimilés	produits laitiers et assimilés	70	48.0
Ecuador	-1.3397668	-79.3666965	9460.347992609	0	œufs crus	œufs	viandes, œufs, poissons et assimilés	3	2.0
Egypt	26.254049300000002	29.2675469	3307.009033325892	0	Autre huiles de poissons	huiles de poissons	matières grasses	4	3.0
Egypt	26.254049300000002	29.2675469	3307.009033325892	0	Autre épices	épices	aides culinaires et ingrédients divers	2	1.0
Egypt	26.254049300000002	29.2675469	3307.009033325892	0	boissons rafraîchissantes sans alcool	boissons sans alcool	eaux et autres boissons	57	34.0
Egypt	26.254049300000002	29.2675469	3307.009033325892	0	boissons végétales	boissons sans alcool	eaux et autres boissons	553	319.0
Egypt	26.254049300000002	29.2675469	3307.009033325892	0	fruits crus	fruits	fruits, légumes, légumineuses et oléagineux	7	3.0
Egypt	26.254049300000002	29.2675469	3307.009033325892	0	fruits séchés	fruits	fruits, légumes, légumineuses et oléagineux	9	7.0
Egypt	26.254049300000002	29.2675469	3307.009033325892	0	herbes séchées	herbes	aides culinaires et ingrédients divers	0	0.0
Egypt	26.254049300000002	29.2675469	3307.009033325892	0	jus	boissons sans alcool	eaux et autres boissons	8	5.0
Egypt	26.254049300000002	29.2675469	3307.009033325892	0	légumes crus	légumes	fruits, légumes, légumineuses et oléagineux	63	38.0
Egypt	26.254049300000002	29.2675469	3307.009033325892	0	légumes et leurs produits de la Martinique	légumes	fruits, légumes, légumineuses et oléagineux	0	0.0
Egypt	26.254049300000002	29.2675469	3307.009033325892	0	légumes et leurs produits de la Réunion	légumes	fruits, légumes, légumineuses et oléagineux	0	0.0
